cell_line_name,CCLE_Name,alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,cell_line_name_og,depmap_id,stripped_cell_line_name
MDST8,MDST8_LARGE_INTESTINE,,1240173,Unknown,ECACC,3,-2.850592881,Adherent,DMEM + 10% FBS + 2mM Glutamine,72.2,CVCL_2588,928,large_intestine,,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00527,,colorectal,colorectal_adenocarcinoma,,,MDST8,ACH-000935,MDST8
ME1,ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330942,Male,DSMZ,,,,,,CVCL_2110,427,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",40,SIDM00338,,blood,AML,M4,,ME-1,ACH-000439,ME1
MEC1,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2,-4.404382849,Adherent,IMDM + 10% FBS,57.5,CVCL_1870,,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Lymphoblastic Leukemia (CLL), B-cell",61,SIDM00001,,blood,CLL,b_cell,,MEC-1,ACH-000405,MEC1
MELHO,MELHO_SKIN,,908124,Female,DSMZ,2,-3.003710579,Adherent,RPMI + 10% FBS,58.6,CVCL_1402,2109,skin,Primary,Skin Cancer,Melanoma,,SIDM00337,,skin,melanoma,,,MEL-HO,ACH-000450,MELHO
MELJUSO,MELJUSO_SKIN,,908125,Female,DSMZ,2,-3.905928753,Adherent,RPMI + 10% FBS,80.2,CVCL_1403,626,skin,Primary,Skin Cancer,Melanoma,58,SIDM00336,,skin,melanoma,,,MEL-JUSO,ACH-000881,MELJUSO
MESSA,MESSA_SOFT_TISSUE,,908127,Female,ATCC,,,,,,CVCL_1404,1395,endometrium,Primary,Sarcoma,Uterine Sarcoma,56,SIDM00625,,soft_tissue,uterine_sarcoma,,,MES-SA,ACH-000449,MESSA
MEWO,MEWO_SKIN,,908128,Male,ATCC,,,,,,CVCL_0445,102,lymph_node,Metastasis,Skin Cancer,Melanoma,78,SIDM00545,,skin,melanoma,,,MEWO,ACH-000987,MEWO
MFE296,MFE296_ENDOMETRIUM,,908130,Female,DSMZ,,,,,,CVCL_1406,920,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,68,SIDM00334,,uterus,endometrial_adenocarcinoma,,,MFE-296,ACH-000879,MFE296
MFE319,MFE319_ENDOMETRIUM,,1240174,Female,DSMZ,2,-3.847534398,Adherent,RPMI:MEM (1:1) (with Earle's salts) + 20% heat inactivated FBS,57.9,CVCL_2112,1816,endometrium,,Endometrial/Uterine Cancer,,81,SIDM00333,,uterus,endometrial_adenocarcinoma,,,MFE-319,ACH-000988,MFE319
MG63,MG63_BONE,,908131,Male,ATCC,,,,,,CVCL_0426,2170,bone,Primary,Bone Cancer,Osteosarcoma,14,SIDM00525,,bone,osteosarcoma,,,MG-63,ACH-000359,MG63
MHHCALL3,MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,,,,,,CVCL_0089,,bone_marrow,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",11,,,blood,ALL,b_cell,,MHH-CALL-3,ACH-000032,MHHCALL3
MHHCALL4,MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908133,Male,DSMZ,,,,,,CVCL_1410,2070,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",10,SIDM00376,,blood,ALL,b_cell,,MHH-CALL-4,ACH-000156,MHHCALL4
MHHES1,MHHES1_BONE,,908134,Male,DSMZ,2,-2.882246417,Adherent,RPMI + 10% FBS,61.4,CVCL_1411,339,ascites,Metastasis,Bone Cancer,Ewings Sarcoma,12,SIDM00386,,bone,Ewing_sarcoma,,EWS_FLI,MHH-ES-1,ACH-000391,MHHES1
MHHNB11,MHHNB11_AUTONOMIC_GANGLIA,,908135,Male,DSMZ,3,-2.124524036,Adherent,RPMI + 10% FBS,60.3,CVCL_1412,1818,autonomic_ganglia,Metastasis,Neuroblastoma,,4,SIDM00387,,peripheral_nervous_system,neuroblastoma,,MYCN_amp,MHH-NB-11,ACH-000078,MHHNB11
MIAPACA2,MIAPACA2_PANCREAS,,724870,Male,ATCC,4,-5.422338084,Adherent,DMEM + 10% FBS,88.3,CVCL_0428,1541,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",65,SIDM00505,,pancreas,exocrine,exocrine_adenocarcinoma,,MIA PACA-2,ACH-000601,MIAPACA2
MINO,MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,,,,,,CVCL_1872,,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Mantle Cell",64,,,lymphocyte,non_hodgkin_lymphoma,b_cell_mantle_cell,,MINO,ACH-000220,MINO
MJ,MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,2,-2.611778478,Suspension,IMDM + 10% FBS,50,CVCL_1414,,haematopoietic_and_lymphoid_tissue,,Lymphoma,"T-cell, Non-Hodgkins, Cutaneous",50,,,lymphocyte,non_hodgkin_lymphoma,t_cell_cutaneous,,MJ,ACH-000077,MJ
MKN1,MKN1_STOMACH,,908138,Male,HSRRB,,,,,,CVCL_1415,1647,lymph_node,Metastasis,Gastric Cancer,Adenocarcinoma,72,SIDM00271,,gastric,gastric_adenocarcinoma,,,MKN1,ACH-000351,MKN1
MKN45,MKN45_STOMACH,,925340,Female,HSRRB,2,-2.329972466,,RPMI + 10% FBS,76.1,CVCL_0434,1542,liver,Metastasis,Gastric Cancer,Adenocarcinoma,62,SIDM00247,,gastric,gastric_adenocarcinoma,diffuse_gastric,,MKN-45,ACH-000356,MKN45
MKN7,MKN7_STOMACH,,924250,Male,RIKEN,,,,,,CVCL_1417,2113,lymph_node,Metastasis,Gastric Cancer,"Adenocarcinoma, tubular",39,SIDM00560,,gastric,gastric_adenocarcinoma,tubular,,MKN7,ACH-000678,MKN7
MKN74,MKN74_STOMACH,,,Male,HSRRB,2,-3.914975945,,RPMI + 10% FBS,92.7,CVCL_2791,,liver,Metastasis,Gastric Cancer,Adenocarcinoma,37,SIDM00248,,gastric,gastric_adenocarcinoma,,,MKN74,ACH-000758,MKN74
ML1,ML1_THYROID,,1240178,Unknown,DSMZ,,,,,,CVCL_H525,1227,thyroid,,Thyroid Cancer,"Carcinoma, follicular",,SIDM00442,,thyroid,thyroid_carcinoma,follicular,,ML-1,ACH-000058,ML1
MM1S,MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1659818,Female,Academic lab,2,-2.802760252,Mixed adherent and suspension,RPMI + 10% FBS,93.1,CVCL_8792,995,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,,SIDM01265,,plasma_cell,multiple_myeloma,,,MM1-S,ACH-000763,MM1S
MOLM13,MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330947,Male,DSMZ,3,-3.152902447,Suspension,RPMI + 20% FBS,,CVCL_2119,747,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),20,SIDM00437,,blood,AML,,,MOLM-13,ACH-000362,MOLM13
MOLM16,MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330948,Female,DSMZ,,,,,,CVCL_2120,1229,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),77,SIDM00435,,blood,AML,,,MOLM-16,ACH-000369,MOLM16
MOLM6,MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,CVCL_2122,,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",44,,,blood,CML,blast_crisis,,MOLM-6,ACH-000321,MOLM6
MOLP2,MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,CVCL_2123,,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,55,,,plasma_cell,multiple_myeloma,,,MOLP-2,ACH-000453,MOLP2
MOLP8,MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330950,Male,DSMZ,,,,,,CVCL_2124,924,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,52,SIDM00434,,plasma_cell,multiple_myeloma,,,MOLP-8,ACH-000745,MOLP8
MOLT16,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908147,Female,DSMZ,,,,,,CVCL_1424,1321,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",5,SIDM00431,,blood,ALL,t_cell,,MOLT-16,ACH-000918,MOLT16
MOLT3,MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,NIBRI,,,,,,CVCL_0624,,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",19,SIDM00153,,blood,ALL,t_cell,,MOLT-3,ACH-000964,MOLT3
MONOMAC1,MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2,-1.690840355,,RPMI + 10% FBS + 2mM Glutamine + 1mM Sodium pyruvate + 0.1mM NEAA,46.6,CVCL_1425,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),64,SIDM01022,,blood,AML,,,MONO-MAC-1,ACH-001129,MONOMAC1
MONOMAC6,MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908148,Male,DSMZ,,,,,,CVCL_1426,2167,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",64,SIDM01023,,blood,AML,M5,,MONO-MAC-6,ACH-000006,MONOMAC6
MORCPR,MORCPR_LUNG,,,Unknown,ECACC,3,-3.570376306,Suspension,RPMI + 10% FBS,77.4,CVCL_2620,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,,,lung,NSCLC,NSCLC_adenocarcinoma,,MOR/CPR,ACH-000851,MORCPR
MPP89,MPP89_PLEURA,,908150,Male,ICLC,2,-4.009180261,,DMEM + 10% FBS,55.8,CVCL_1427,2255,pleural_effusion,,Lung Cancer,Mesothelioma,67,SIDM00222,,lung,mesothelioma,,,MPP 89,ACH-000319,MPP89
MSTO211H,MSTO211H_PLEURA,,908152,Male,ATCC,2,-2.299388983,Adherent,RPMI + 10% FBS,80.5,CVCL_1430,209,pleural_effusion,Metastasis,Lung Cancer,Mesothelioma,62,SIDM00640,,lung,mesothelioma,,,MSTO-211H,ACH-000335,MSTO211H
MV411,MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV-4-11,908156,Male,ATCC,2,-2.880622685,Suspension,IMDM + 10% FBS,89,CVCL_0064,133,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),10,SIDM00657,,blood,AML,,,MV4;11,ACH-000045,MV411
NALM6,NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908158,Male,DSMZ,2,-4.195320696,,RPMI + 15% FBS,86.6,CVCL_0092,973,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",19,SIDM00429,,blood,ALL,b_cell,,NALM-6,ACH-000938,NALM6
NAMALWA,NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908159,Female,JCRB,2,-4.061335595,Suspension,RPMI + 10% FBS,65,CVCL_0067,669,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",3,SIDM00641,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,,NAMALWA,ACH-000944,NAMALWA
NB1,NB1_AUTONOMIC_GANGLIA,,949179,Male,HSRRB,3,-2.760961406,Adherent,RPMI + 10% FBS,64.4,CVCL_1440,127,lymph_node,Metastasis,Neuroblastoma,,2,SIDM00578,,peripheral_nervous_system,neuroblastoma,,MYCN_amp,NB-1,ACH-000804,NB1
NB4,NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1323913,Female,DSMZ,3,-2.994957769,,RPMI + 10% FBS,,CVCL_0005,1285,bone_marrow,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M3 (Promyelocytic)",23,SIDM00428,,blood,AML,M3,,NB-4,ACH-000294,NB4
NCCSTCK140,NCCSTCK140_STOMACH,,,Female,RIKEN,,,,,,CVCL_3055,,stomach,,Gastric Cancer,Adenocarcinoma,36,,,gastric,gastric_adenocarcinoma,,,NCC-STC-K140,ACH-000110,NCCSTCK140
NCIH1092,NCIH1092_LUNG,,687997,Male,ATCC,2,-3.529716272,Suspension,RPMI + 5% FBS + 2mM L-glutamine + 5ml Insulin-Transferrin-Selenium + 10nM Hydrocortisone + 10nM Beta estradiol,68.7,CVCL_1454,1928,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),67,SIDM00653,,lung,SCLC,,,NCI-H1092,ACH-000514,NCIH1092
NCIH1105,NCIH1105_LUNG,,908468,Male,ATCC,,,,,,CVCL_1455,128,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),73,SIDM00652,,lung,SCLC,,,NCI-H1105,ACH-000780,NCIH1105
NCIH1155,NCIH1155_LUNG,,908467,Male,ATCC,2,-6.519505145,Suspension,DMEM:F12 (1:1) + 10% FBS + NEAA,74.2,CVCL_1456,801,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",36,SIDM00651,,lung,NSCLC,NSCLC_large_cell,,NCI-H1155,ACH-000980,NCIH1155
NCIH1184,NCIH1184_LUNG,H1184,,Male,ATCC,,,,,,CVCL_1458,,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),42,,,lung,SCLC,,,NCI-H1184,ACH-000523,NCIH1184
NCIH1299,NCIH1299_LUNG,,724831,Male,ATCC,2,-5.207314737,Adherent,RPMI + 10% FBS,64.8,CVCL_0060,1235,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",43,SIDM00649,,lung,NSCLC,NSCLC_large_cell,,NCI-H1299,ACH-000510,NCIH1299
NCIH1339,NCIH1339_LUNG,,,Female,ATCC,2,-4.708673864,Adherent,RPMI + 20% FBS,92.8,CVCL_A472,,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),49,,,lung,SCLC,,,NCI-H1339,ACH-000921,NCIH1339
NCIH1341,NCIH1341_LUNG,,1330964,Female,ATCC,,,,,,CVCL_1463,1825,cervix,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00646,,lung,SCLC,,,NCI-H1341,ACH-000129,NCIH1341
NCIH1355,NCIH1355_LUNG,,724866,Male,ATCC,,,,,,CVCL_1464,1780,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",53,SIDM00645,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H1355,ACH-000666,NCIH1355
NCIH1373,NCIH1373_LUNG,,,Male,ATCC,2,-2.538126764,Adherent,RPMI + 10% FBS,86.7,CVCL_1465,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",56,,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H1373,ACH-000845,NCIH1373
NCIH1385,NCIH1385_LUNG,,,Female,ATCC,,,,,,CVCL_1466,,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,,,lung,NSCLC,NSCLC_squamous,,NCI-H1385,ACH-000737,NCIH1385
NCIH1395,NCIH1395_LUNG,,684681,Female,ATCC,0,-0.183441365,Adherent,RPMI + 10% FBS,68.64,CVCL_1467,1826,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",55,SIDM00644,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H1395,ACH-000327,NCIH1395
NCIH1435,NCIH1435_LUNG,,1298347,Female,ATCC,,,,,,CVCL_1470,2119,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",35,SIDM00658,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H1435,ACH-000852,NCIH1435
NCIH146,NCIH146_LUNG,,910899,Male,ATCC,,,,,,CVCL_1473,932,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),59,SIDM00698,,lung,SCLC,,,NCI-H146,ACH-000506,NCIH146
NCIH1563,NCIH1563_LUNG,,753600,Male,ATCC,,,,,,CVCL_1475,1402,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00751,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H1563,ACH-000892,NCIH1563
NCIH1568,NCIH1568_LUNG,,1298348,Female,ATCC,2,-4.249805225,Adherent,RPMI + 10% FBS,94.6,CVCL_1476,711,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",48,SIDM00750,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H1568,ACH-000869,NCIH1568
NCIH1573,NCIH1573_LUNG,,908472,Female,ATCC,2,-1.349887613,Adherent,RPMI + 5% FBS,52,CVCL_1478,372,soft_tissue,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",35,SIDM00749,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H1573,ACH-000916,NCIH1573
NCIH1581,NCIH1581_LUNG,NCI-H2077,908471,Male,ATCC,2,-4.226156938,Mixed adherent and suspension,DMEM:F12 (1:1) + 5% FBS,47.2,CVCL_1479,1237,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",44,SIDM00748,,lung,NSCLC,NSCLC_large_cell,,NCI-H1581,ACH-000015,NCIH1581
NCIH1623,NCIH1623_LUNG,,687798,Male,ATCC,,,,,,CVCL_1481,1238,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",58,SIDM00747,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H1623,ACH-000744,NCIH1623
NCIH1650,NCIH1650_LUNG,,687800,Male,ATCC,2,-3.02329575,Adherent,RPMI + 10% FBS,91.5,CVCL_1483,1548,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",27,SIDM00745,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H1650,ACH-000035,NCIH1650
NCIH1651,NCIH1651_LUNG,,910900,Male,ATCC,,,,,,CVCL_1484,1828,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",71,SIDM00744,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H1651,ACH-000893,NCIH1651
NCIH1666,NCIH1666_LUNG,,908473,Female,ATCC,2,-4.019191492,Adherent,ACL4,94.2,CVCL_1485,958,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",50,SIDM00743,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H1666,ACH-000448,NCIH1666
NCIH1693,NCIH1693_LUNG,,687802,Female,ATCC,4,-3.650513454,Adherent,RPMI + 10% FBS,85.9,CVCL_1488,634,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",55,SIDM00742,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H1693,ACH-000021,NCIH1693
NCIH1694,NCIH1694_LUNG,,688006,Male,ATCC,2,-4.205856082,Suspension,F10,83,CVCL_1489,451,ascites,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),61,SIDM00741,,lung,SCLC,,,NCI-H1694,ACH-000431,NCIH1694
NCIH1703,NCIH1703_LUNG,,908474,Male,ATCC,2,-4.336674104,Adherent,RPMI + 10% FBS,91,CVCL_1490,1239,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",54,SIDM00740,,lung,NSCLC,NSCLC_squamous,,NCI-H1703,ACH-000747,NCIH1703
NCIH1734,NCIH1734_LUNG,,722058,Female,ATCC,,,,,,CVCL_1491,411,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",56,SIDM00739,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H1734,ACH-000675,NCIH1734
NCIH1755,NCIH1755_LUNG,,908475,Female,ATCC,,,,,,CVCL_1492,1240,liver,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",65,SIDM00738,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H1755,ACH-000282,NCIH1755
NCIH1792,NCIH1792_LUNG,,724868,Male,ATCC,4,-4.267453234,Adherent,RPMI + 10% FBS,85.7,CVCL_1495,2122,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",50,SIDM00771,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H1792,ACH-000496,NCIH1792
NCIH1793,NCIH1793_LUNG,,908463,Female,ATCC,2,-4.372399834,Adherent,DMEM:F12 (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin+ 0.01mg/ml Transferrin+ 30nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol,83.4,CVCL_1496,934,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",52,SIDM00755,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H1793,ACH-000888,NCIH1793
NCIH1838,NCIH1838_LUNG,,687807,Female,ATCC,,,,,,CVCL_1499,1690,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00769,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H1838,ACH-000733,NCIH1838
NCIH1869,NCIH1869_LUNG,,1240183,Male,ATCC,,,,,,CVCL_1500,90,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",58,SIDM00768,,lung,NSCLC,NSCLC_squamous,,NCI-H1869,ACH-000894,NCIH1869
NCIH1915,NCIH1915_LUNG,,1240184,Female,ATCC,2,-3.372263342,Adherent,RPMI + 10% FBS,85.6,CVCL_1505,1823,central_nervous_system,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",61,SIDM00763,,lung,NSCLC,NSCLC_large_cell,,NCI-H1915,ACH-000434,NCIH1915
NCIH1944,NCIH1944_LUNG,,1240185,Female,ATCC,4,-3.58718809,Adherent,RPMI + 10% FBS,62.5,CVCL_1508,183,soft_tissue,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",62,SIDM00762,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H1944,ACH-000414,NCIH1944
NCIH196,NCIH196_LUNG,,1240186,Male,ATCC,,,,,,CVCL_1509,1250,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),68,SIDM00761,,lung,SCLC,,,NCI-H196,ACH-000752,NCIH196
NCIH1975,NCIH1975_LUNG,,924244,Female,ATCC,2,-4.6541065,Adherent,DMEM + 10% FBS,89.5,CVCL_1511,1403,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00759,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H1975,ACH-000587,NCIH1975
NCIH2009,NCIH2009_LUNG,,724873,Female,ATCC,2,-5.105505303,,DMEM:F12 (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin+ 0.01mg/ml Transferrin+ 10nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol,89.7,CVCL_1514,79,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",68,SIDM00756,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H2009,ACH-000886,NCIH2009
NCIH2023,NCIH2023_LUNG,,1240187,Male,ATCC,4,-5.536929226,Adherent,DMEM:F12 (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin+ 0.01mg/ml Transferrin+ 10nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol,84.8,CVCL_1515,1266,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",26,SIDM00753,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H2023,ACH-000781,NCIH2023
NCIH2029,NCIH2029_LUNG,,688011,Female,ATCC,,,,,,CVCL_1516,2106,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),69,SIDM00735,,lung,SCLC,,,NCI-H2029,ACH-000298,NCIH2029
NCIH2030,NCIH2030_LUNG,,722045,Male,ATCC,3,-3.026617677,Adherent,RPMI + 10% FBS,85.8,CVCL_1517,912,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00715,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H2030,ACH-000521,NCIH2030
NCIH2052,NCIH2052_PLEURA,,688058,Male,ATCC,1,-2.704543704,Adherent,RPMI + 10% FBS,69.5,CVCL_1518,1485,pleural_effusion,Metastasis,Lung Cancer,Mesothelioma,65,SIDM00713,,lung,mesothelioma,,,NCI-H2052,ACH-000153,NCIH2052
NCIH2081,NCIH2081_LUNG,,908480,Female,ATCC,,,,,,CVCL_1522,914,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),59,SIDM00710,,lung,SCLC,,,NCI-H2081,ACH-000394,NCIH2081
NCIH2085,NCIH2085_LUNG,,687812,Male,ATCC,,,,,,CVCL_1523,80,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",45,SIDM00709,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H2085,ACH-000451,NCIH2085
NCIH2087,NCIH2087_LUNG,,724834,Male,ATCC,4,-2.517979435,,RPMI + 5% FBS,72.3,CVCL_1524,915,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",69,SIDM00708,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H2087,ACH-000841,NCIH2087
NCIH209,NCIH209_LUNG,H209,688013,Male,ATCC,2,-5.344153022,Adherent,RPMI 1640 + 20% FBS,95.9,CVCL_1525,452,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),55,SIDM00706,,lung,SCLC,,,NCI-H209,ACH-000290,NCIH209
NCIH2106,NCIH2106_LUNG,,,Male,ATCC,,,,,,CVCL_1526,,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",58,,,lung,NSCLC,NSCLC_large_cell,,NCI-H2106,ACH-000904,NCIH2106
