ORISPL,Plant Name,Retirement Date,UTLSRVID,ret_STATUS,Date of Last Unit or Planned Retirement,Total Nameplate Capacity (MW),Retiring Capacity,Average Capacity Factor,Generator Size Weighted Capacity Factor (%),Age,Generator Size Weighted Age,Summed Generator annual net generation (MWh),Age at Retirement,Percent Capacity Retiring,State,2022 SO2 Emissions (tons),2021 vs 2022 SO2 Emissions (%),2022 SO2 Emission Rate (lb/mmBtu),2022 NOX Emissions (tons),2022 NOX Emission Rate (lb/mmBtu),2022 CO2 Emissions (tons),2021 vs 2022 CO2 Emissions (%),2022 CO2 Emission Rate (lb/mmBtu),2022 Hg Emissions (lbs),2022 Hg Emission Rate (lb/TBtu),Facility has one or more low-emitting EGUs (LEE) units that do not report hourly emissions,eGRID subregion name,eGRID subregion coal generation percent (resource mix),eGRID subregion gas generation percent (resource mix),eGRID subregion wind generation percent (resource mix),eGRID subregion solar generation percent (resource mix),"Hospital Admits, All Respiratory",Infant Mortality,"Hospital Admits, Cardiovascular (except heart attacks)",$ Work Loss Days,$ Mortality (low estimate),$ Asthma Exacerbation,total population (ACS2018),National percentile for Demographic Index,National percentile for People of Color Population,National percentile for Low Income Population,National percentile for Population with Less Than High School Education,PM 2.5 Emssions (tons),PM 2.5 Emission Rate (lb/MWh),Mapped Fuel Type,coal_FUELS,Number of Coal Generators,NONcoal_FUELS,Total Cost of Emissions Control Equiptment Retrofits Installed since 2012 ($),Plant Coal Percentage (%),2020 Net Cashflow,Average Cashflow,Forward Costs,Coal Debt Securitization Policy,State coal generation percent (resource mix),State gas generation percent (resource mix),LAT,LON,Governor Party,Legislation Majority Party,Estimated percentage who somewhat/strongly oppose setting strict limits on existing coal-fire power plants,Change from 2018 to 2021 in trhe estimated percentage who somewhat/strongly oppose setting strict limits on existing coal-fire power plants,Average PM Results (lb/mmBtu),FIPS,Cheapest Renewable Resource,Difference between cheapest renewables and coal ($/MWh),Renewables or Coal,Percent difference,Sector,Utility Name,Ownership Type,Final Target Summary,Attainment Year,Interim Target(s) Summary,Mandatory or Voluntary Target,Target Scope
2442,Four Corners,2031.0,803,2,2031.0,1636.2,1636.2,0.5509999999999999,0.5509999999999999,53.5,53,7904357.0,62.0,1.0,NM,2112.951,0.072779604,0.040411726,3523.336,0.067386365,10729005.0,0.250721452,205.200028,36.2028488,0.346202915,,WECC Southwest,0.15975769434659,0.467869115269809,0.0520281488097487,0.0598274555723869,1.0342,0.0323,1.0228,124797.01,51588925.14,10039.9,165,95,96,87,80,1019.4578,0.268314626,Coal,"['SUB', 'SUB']",2,0,6332000,0.987445004892297,-94921514.7035991,-51793086.12067003,50.063342,Passed,0.357427874557872,0.284515337301781,36.69,-108.4814,Democrat,Democrat,50.084,-2.396999999999998,0.01745,35045,local solar,35.869014,renewables,0.7164726238212383,Electric Utility,Arizona Public Service Co,Investor Owned,100% carbon-free electricity by 2050,2050.0,65% clean energy by 2030,Voluntary,Scope 1
2712,Roxboro,2028.0,3046,1,2028.0,2558.2,1067.8,0.23475,0.2463712766789149,51.25,51,5519132.0,,0.4174028613869127,NC,3702.701,0.251187254,0.128447965,4707.488,0.163304369,5908719.74,-0.0023364,204.975509,20.1791898,0.3500115,,SERC Virginia/Carolina,0.133767415643252,0.38051465823863,0.00443649094913329,0.0469564163160011,3.1474,0.079,3.242,330818.58,146905448.14,24517.39,1258,29,35,37,43,409.35,0.155658432,Coal,"['BIT', 'BIT', 'BIT', 'BIT']",4,0,0,0.99614975652108,-16031062.86724585,9667601.879036244,49.238049,Passed,0.157285066830212,0.365449664813441,36.4833,-79.0731,Democrat,Republican,51.263,4.582999999999998,0.01757976840363937,37145,local solar,27.439236,renewables,0.5572770765145467,Electric Utility,Duke Energy Progress - (NC),,,,,,
2718,G G Allen,2024.0,5416,2,2024.0,435.2,435.2,0.018,0.02375,64.0,64,91574.0,67.0,1.0,NC,32.322,0.546877243,0.020173451,449.898,0.280799303,328770.566,0.501171343,205.198836,2.89352769,0.902983076,,SERC Virginia/Carolina,0.133767415643252,0.38051465823863,0.00443649094913329,0.0469564163160011,0.2932,0.0076,0.3027,29723.14,13724004.01,2230.77,17973,50,61,30,45,71.87,0.276650782,Coal,"['BIT', 'BIT']",2,0,9020000,1.0,-4184931.017220946,-94281.46740573148,165.45216,Passed,0.157285066830212,0.365449664813441,35.1897,-81.0122,Democrat,Republican,41.033,7.082000000000001,0.0338043744292237,37071,regional wind,147.240856,renewables,0.8899300921789115,Electric Utility,"Duke Energy Carolinas, LLC",Investor Owned,,,,,
2721,James E. Rogers Energy Complex,2025.0,5416,1,2025.0,1530.5,621.0,0.3195,0.3544668409016661,31.0,28,4751185.0,,0.405749754982032,,,,,,,,,,,,,SERC Virginia/Carolina,0.133767415643252,0.38051465823863,0.00443649094913329,0.0469564163160011,1.5704,0.0383,1.6083,152697.54,71442326.61,11443.5,3360,36,28,55,59,192.84,0.073331168,Coal,"['BIT', 'BIT']",2,0,218094000,0.436724414046468,-25684469.27681226,1911287.929325846,36.593547,Passed,0.157285066830212,0.365449664813441,35.22,-81.7594,Democrat,Republican,40.459,6.757000000000005,0.003823057534246574,37045,local solar,17.728826,renewables,0.4844795723136651,Electric Utility,"Duke Energy Carolinas, LLC",Investor Owned,,,,,
2727,Marshall (NC),2034.0,5416,1,2034.0,2119.0,697.0,0.3565,0.3718964134025484,55.5,55,6897413.0,,0.3289287399716848,NC,1674.469,-0.4045583,0.045786261,6341.8,0.17340859,5775498.31,-0.0786155,157.923779,36.1452917,0.494173901,,SERC Virginia/Carolina,0.133767415643252,0.38051465823863,0.00443649094913329,0.0469564163160011,4.7858,0.1191,4.9318,485626.03,220614139.37,36317.03,7746,10,17,23,34,228.38,0.075045622,Coal,"['BIT', 'BIT', 'BIT', 'BIT']",4,0,10928000,0.773366506114641,-48930938.58040877,-11481828.2783248,40.334634,Passed,0.157285066830212,0.365449664813441,35.5975,-80.9658,Democrat,Republican,44.985,11.14,0.005895756164383563,37035,local solar,21.27478,renewables,0.5274568749030919,Electric Utility,"Duke Energy Carolinas, LLC",Investor Owned,,,,,
2817,Leland Olds,,1307,0,,656.0,0.0,0.4775,0.4510365853658537,52.5,51,2592127.0,,0.0,ND,2036.083,0.380587132,0.092454983,5415.883,0.245925815,4795165.37,0.466069007,217.740109,125.873859,2.85785636,,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,1.7994,0.0497,1.8057,188579.7,85406990.93,14759.06,55,24,7,55,53,357.3,0.238452601,Coal,"['RC', 'RC']",2,0,443533000,0.997168245578458,-20915339.38737269,-38745.43241633794,34.033743,None,0.567079910255583,0.0366637556112879,47.280769,-101.321213,Republican,Republican,62.765,2.816000000000003,0.0,38057,regional wind,19.092072,renewables,0.5609747949263177,Electric Utility,Basin Electric Power Coop,Cooperative,,,,,
2823,Milton R Young,,12658,0,,734.0,0.0,0.6890000000000001,0.6961934604904633,49.5,49,4474993.0,,0.0,ND,1890.395,-0.185922,0.082670218,7457.787,0.326141826,4978994.33,-0.0772346,217.739968,143.614539,3.14025514,,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,2.7684,0.0768,2.7815,290012.68,131473825.16,22687.08,20,37,23,61,48,362.36,0.155268651,Coal,"['RC', 'RC']",2,0,7222000,0.997291948192197,-29116185.33909882,4249251.906326535,29.209649,None,0.567079910255583,0.0366637556112879,47.065854,-101.213093,Republican,Republican,60.14,4.674999999999997,0.01383333333333328,38065,regional wind,14.178754,renewables,0.4854133646042785,Electric Utility,"Minnkota Power Coop, Inc",Cooperative,,,,,
2828,Cardinal,2028.0,61412,1,2030.0,1880.4,1265.2,0.61,0.6111659221442246,52.66666666666666,52,10066943.0,,0.6728355669006594,OH,11274.029,0.06224,0.209282008,3768.258,0.069950911,11054134.9,0.03417415,205.200072,51.5480314,0.4784481,,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,14.5591,0.3469,15.4274,1486188.8,791487421.01,106775.84,5765,39,8,72,55,517.9111869,0.114332045,Coal,"['BIT', 'BIT', 'BIT']",3,0,392975000,0.995251143196719,-12427356.6349992,78419187.49439245,31.159688,None,0.363510582472614,0.446241978357804,40.2522,-80.6486,Republican,Republican,56.541,9.160999999999994,0.02735,39081,regional wind,5.786899999999999,renewables,0.1857175206632364,IPP Non-CHP,Cardinal Operating Company,,,,,,
2832,Miami Fort,2027.0,59919,2,2027.0,1114.8,1114.8,0.694,0.6940193756727664,46.5,47,6776338.0,52.0,1.0,OH,16958.692,-0.0439256,0.529179464,7402.66,0.230992794,6576075.72,-0.0658109,205.200037,23.6596975,0.369138906,Yes,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,30.231,0.927,29.7975,2930579.93,1411878882.6,226162.49,3334,31,23,53,59,792.02844,0.236873986,Coal,"['BIT', 'BIT']",2,"['DFO', 'DFO', 'DFO', 'DFO']",0,0.998171473159131,-35505113.42824391,42293185.91189271,25.7237,None,0.363510582472614,0.446241978357804,39.1128,-84.8036,Republican,Republican,33.611,4.315999999999995,0.0,39061,local solar,3.359929000000001,renewables,0.1306160855553439,IPP Non-CHP,Luminant Miami Fort,,,,,,
2876,Kyger Creek,,14015,0,,1086.5,0.0,0.5288,0.5288,68.0,70,5034281.0,,0.0,OH,3728.619,-0.0221249,0.125861328,3293.683,0.111179854,6079002.83,0.065445186,205.199665,22.6163078,0.381712176,,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,4.1714,0.0993,4.1233,415643.82,202370124.45,30772.54,4209,22,7,52,76,548.546,0.235844498,Coal,"['BIT', 'BIT', 'BIT', 'BIT', 'BIT']",5,0,261745000,0.998587353773194,-13404311.1406389,32230180.50714254,39.924056,None,0.363510582472614,0.446241978357804,38.9144,-82.1289,Republican,Republican,61.3,0.4510000000000005,0.02134156164383562,39053,regional wind,14.552567,renewables,0.364506226521674,Electric Utility,Ohio Valley Electric Corp,Investor Owned,,,,,
2914,Dover,,5336,0,,27.5,0.0,0.169,0.2396727272727273,62.0,59,57661.0,,0.0,,,,,,,,,,,,,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,,,,,,,27447,38,23,63,54,6.294437132,0.241568788,Coal,"['BIT', 'BIT']",2,"['DFO', 'NG']",1400000,0.980093757996554,,,57.938225,None,0.363510582472614,0.446241978357804,40.520066,-81.46815,Republican,Republican,46.643,7.417999999999999,,39157,regional wind,34.15274700000001,renewables,0.589468300073052,Electric Utility,City of Dover - (OH),Municipal,Net-zero statewide GHG emissions by 2050,2050.0,,Mandatory,Not explicitly addressed
2935,Orrville,,14194,0,,59.5,0.0,0.017,0.02715966386554622,64.0,60,14187.0,,0.0,,,,,,,,,,,,,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,,,,,,,10559,35,32,50,48,2.766050415,0.189539892,Gas,"['BIT', 'BIT', 'BIT', 'BIT']",4,['NG'],0,0.514166575101637,,,135.481411,None,0.363510582472614,0.446241978357804,40.850964,-81.765764,Republican,Republican,46.042,7.349000000000004,,39169,regional wind,111.695933,renewables,0.8244373318491642,Electric Utility,City of Orrville - (OH),Municipal,,,,,
2936,Painesville,,14381,0,,53.5,0.0,0.00125,0.001953271028037383,58.75,52,884.0,,0.0,,,,,,,,,,,,,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,,,,,,,40401,50,45,59,60,0.199300464,0.209789962,Coal,"['BIT', 'BIT', 'BIT', 'BIT']",4,['DFO'],0,0.545119371727749,,,1415.510638,None,0.363510582472614,0.446241978357804,41.7265,-81.254,Republican,Republican,38.702,4.415999999999997,,39085,local wind,1392.32495,renewables,0.9836202658054485,Electric Utility,City of Painesville,Municipal,,,,,
2952,Muskogee,,14063,0,,572.0,0.0,0.554,0.554,39.0,39,2778343.0,,0.0,OK,2724.12,-0.5808045,0.45811987,1789.492,0.300941898,1241885.6,-0.6194132,208.850003,12.1610923,1.02257573,,SPP South,0.268210529244418,0.359958247099831,0.293684315700623,0.00411465547185108,1.1367,0.0319,1.1421,114927.82,52592476.09,9124.6,7136,62,60,62,54,269.21184,0.195594905,Coal,['SUB'],1,"['NG', 'NG']",5130000,0.816602525085991,,,31.14047,None,0.13926152137152,0.419260864220978,35.76135,-95.28732,Republican,Republican,47.984,7.265000000000001,0.0256,40101,regional wind,15.640194,renewables,0.5022465621103342,Electric Utility,Oklahoma Gas & Electric Co,Investor Owned,50% reduction in CO2 emissions by 2030 (2005 baseline),2030.0,--,Voluntary,Scope 1;Scope 2
2963,Northeastern,2026.0,15474,2,2026.0,473.0,473.0,0.562,0.562,44.0,44,2326823.0,47.0,1.0,OK,4732.356,0.036960069,0.349128341,1693.313,0.124923729,2843247.43,0.010924068,209.759844,10.8554492,0.400428981,,SPP South,0.268210529244418,0.359958247099831,0.293684315700623,0.00411465547185108,2.5166,0.0706,2.5184,256528.82,117590133.99,20341.26,3301,54,51,60,54,88.998524,0.048207138,Coal,['SUB'],1,"['NG', 'NG', 'NG', 'NG']",107893000,0.477530125339704,3120375.176536532,14758593.62527469,27.901857,None,0.13926152137152,0.419260864220978,36.4317,-95.7008,Republican,Republican,51.008,5.670000000000002,0.0015,40131,regional wind,12.417038,renewables,0.4450255049332379,Electric Utility,Public Service Co of Oklahoma,Investor Owned,,,,,
3118,Conemaugh,,63047,0,,1951.0,0.0,0.425,0.425,52.5,52,7262971.0,,0.0,PA,2126.313,-0.2637018,0.073089242,3366.099,0.115705273,5963852.95,-0.2157773,204.999684,30.4817317,0.523884929,,RFC East,0.103191425055088,0.486994729476926,0.00994321759324901,0.00786261471566719,4.4127,0.1046,4.5633,473813.01,217509783.26,34603.39,2256,37,10,70,57,900.513,0.239179317,Coal,"['RC', 'RC']",2,"['DFO', 'DFO', 'DFO', 'DFO']",390495000,0.996643518845144,-25921972.29221549,98859944.42229895,38.290508,None,0.121210149334547,0.524930088751098,40.3842,-79.0611,Democrat,Republican,44.962,-3.427999999999997,0.0,42063,regional wind,8.022676000000004,renewables,0.2095212735229317,IPP Non-CHP,KeyCon Operating LLC,,,,,,
3122,Homer City Generating Station,,58615,0,,2012.0,0.0,0.2506666666666666,0.2518011928429424,51.33333333333334,52,4436636.0,,0.0,PA,4185.734,-0.1161299,0.224059373,2471.819,0.132314718,3833416.66,-0.2110927,205.200076,14.4653272,0.387159354,,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,6.3644,0.1499,6.572,682586.98,312888736.18,49865.41,4722,33,15,61,44,409.0603,0.274626045,Coal,"['BIT', 'BIT', 'BIT']",3,0,804000000,0.992493258595557,-40246685.10877952,20679687.71699725,41.766574,None,0.121210149334547,0.524930088751098,40.512825,-79.196107,Democrat,Republican,44.962,-3.427999999999997,,42063,regional wind,25.843745,renewables,0.6187662172147517,IPP Non-CHP,NRG Homer City Services LLC,,,,,,
3130,Seward (PA),,61781,0,,585.0,0.0,0.558,0.558,19.0,19,2858731.0,,0.0,PA,8006.032,0.057697386,0.523679687,1715.66,0.112222421,3153638.03,-0.0341494,206.281486,,,Yes,RFC East,0.103191425055088,0.486994729476926,0.00994321759324901,0.00786261471566719,4.599,0.1086,4.7553,493413.85,226699604.1,36031.8,2621,32,11,62,55,68.72,0.062081473,Coal,['WC'],1,0,0,0.997173737601695,,,25.312675,None,0.121210149334547,0.524930088751098,40.40625,-79.03366,Democrat,Republican,44.962,-3.427999999999997,0.0,42063,regional wind,10.147642,renewables,0.400891727168306,IPP Non-CHP,Seward Generating LLC,,,,,,
3136,Keystone,,63047,0,,1872.0,0.0,0.452,0.452,55.5,56,7415481.0,,0.0,PA,10959.082,-0.3558327,0.415040598,3189.507,0.120792498,5418275.3,-0.3176296,205.200054,17.8590108,0.338176798,,RFC East,0.103191425055088,0.486994729476926,0.00994321759324901,0.00786261471566719,14.9636,0.3555,15.5592,1613879.39,749377029.77,117662.04,2338,17,12,41,48,963.4509,0.264271179,Coal,"['RC', 'RC']",2,"['DFO', 'DFO', 'DFO', 'DFO']",0,0.999781834433495,-27728791.73821435,96705140.91166936,33.428082,None,0.121210149334547,0.524930088751098,40.6604,-79.3411,Democrat,Republican,54.271,10.911,0.0,42005,regional wind,3.160250000000005,renewables,0.09453877730705593,IPP Non-CHP,KeyCon Operating LLC,,,,,,
3140,Brunner Island,2028.0,15537,2,2028.0,1616.1,1616.1,0.1793333333333333,0.1776005197698162,58.0,57,2518536.0,67.0,1.0,PA,2698.299,-0.2595494,0.136999809,3251.268,0.165075515,3013203.1,0.204612893,152.988327,16.5594433,0.420383468,,RFC East,0.103191425055088,0.486994729476926,0.00994321759324901,0.00786261471566719,2.6365,0.0612,2.7209,285653.43,127436825.46,20907.04,13498,20,21,38,59,86.9935,0.094549417,Coal,"['BIT', 'BIT', 'BIT']",3,0,30907000,0.762354706287792,,,47.137846,None,0.121210149334547,0.524930088751098,40.096111,-76.6962,Democrat,Republican,36.115,4.399000000000001,0.0,42133,regional wind,32.135843,renewables,0.6817418640639625,IPP Non-CHP,Brunner Island LLC,,,,,,
3149,TalenEnergy Montour,2025.0,15534,2,2025.0,1757.9,1757.9,0.082,0.08203196996416179,50.5,50,1260335.0,53.0,1.0,PA,2115.925,0.03268949,0.323723796,749.746,0.114706628,1341227.04,0.10664466,205.199668,5.67519454,0.434135312,,RFC East,0.103191425055088,0.486994729476926,0.00994321759324901,0.00786261471566719,1.3564,0.0317,1.3981,146709.3,66458163.68,10717.35,1876,24,6,56,71,14.6056,0.183744818,Coal,"['BIT', 'BIT']",2,0,12500000,0.990639789428493,-1336564.885213976,24409302.12178227,61.298038,None,0.121210149334547,0.524930088751098,41.0714,-76.6672,Democrat,Republican,48.69,0.7639999999999958,,42093,regional wind,47.011234,renewables,0.7669288534161567,IPP Non-CHP,TalenEnergy Montour LLC,,,,,,
3297,Wateree,,17539,0,,771.8,0.0,0.223,0.223,52.5,52,1508649.0,,0.0,SC,238.458,0.499575517,0.025239015,1178.804,0.124767679,1938722.17,0.224128941,205.199394,7.53521917,0.398773592,,SERC Virginia/Carolina,0.133767415643252,0.38051465823863,0.00443649094913329,0.0469564163160011,0.6599,0.0184,0.7064,67748.83,30577550.45,5131.83,145,85,87,69,78,10.6683575,0.025494148,Coal,"['BIT', 'BIT']",2,0,895000,0.994934402926409,-16728311.73716034,-25143601.09429306,50.208714,Introduced,0.154803685749238,0.234607360018203,33.8264,-80.6228,Republican,Republican,26.935,4.372999999999998,0.002,45079,local solar,31.260858,renewables,0.6226181773944658,Electric Utility,"Dominion Energy South Carolina, Inc",Investor Owned,,,,,
3298,Williams,,17554,0,,659.7,0.0,0.421,0.421,50.0,50,2433125.0,,0.0,SC,709.223,0.207831577,0.078471583,2352.103,0.260247123,1854589.48,-0.2570992,205.200017,,,Yes,SERC Virginia/Carolina,0.133767415643252,0.38051465823863,0.00443649094913329,0.0469564163160011,0.5458,0.0149,0.5676,55061.74,24962513.59,4157.81,42,5,24,6,27,17.2570066,0.012870982,Coal,['BIT'],1,"['NG', 'NG']",842000,0.99696749340105,,,50.279324,Introduced,0.154803685749238,0.234607360018203,33.0158,-79.9297,Republican,Republican,40.966,4.843000000000004,0.003,45015,local solar,31.331468,renewables,0.6231481552934164,Electric Utility,"South Carolina Genertg Co, Inc",Investor Owned,,,,,
3399,Cumberland (TN),2026.0,18642,2,2028.0,5200.0,5200.0,0.455,0.455,50.0,48,20724164.0,55.0,1.0,TN,5780.955,-0.3525337,0.141687746,3157.633,0.077391694,8372294.59,-0.2850076,205.199928,18.177813,0.222763656,,SERC Tennessee Valley,0.316060505934419,0.261848440655225,0.000131165943189808,0.00326755649983014,6.8898,0.151,6.8815,545278.39,261969344.93,41807.65,1072,35,22,59,84,1277.032499,0.268075226,Coal,"['BIT', 'BIT']",2,0,0,0.99273070194368,1620720.867670275,46344241.08347098,30.636691,None,0.230969402715074,0.176909934752331,36.3903,-87.6539,Republican,Republican,60.009,0.9879999999999995,0.006566666666666667,47161,local solar,9.609500999999998,renewables,0.3136598857885794,Electric Utility,Tennessee Valley Authority,Federal,Net-zero carbon emissions by 2050,2050.0,70% reduction in carbon emissions by 2030; 80% reduction in carbon emissions by 2035,Voluntary,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
3403,Gallatin (TN),2031.0,18642,2,2031.0,1255.2,1255.2,0.36075,0.3615525812619503,65.25,66,3973622.0,75.0,1.0,TN,1840.266,0.030750575,0.076823042,1348.851,0.056308619,5024716.88,0.086378552,209.759913,23.2377837,0.485037824,,SERC Tennessee Valley,0.316060505934419,0.261848440655225,0.000131165943189808,0.00326755649983014,1.8365,0.0364,1.8525,135880.96,65102105.85,10373.97,4757,14,18,31,40,139.0615047,0.114487977,Coal,"['BIT', 'BIT', 'BIT', 'BIT']",4,"['NG', 'NG', 'NG', 'NG', 'NG', 'NG', 'NG', 'NG']",1992000,0.982701306640905,-9746303.57714294,35290605.92321985,38.758058,None,0.230969402715074,0.176909934752331,36.3156,-86.4006,Republican,Republican,42.898,2.593000000000004,0.01877,47165,local solar,17.730868,renewables,0.4574756557720203,Electric Utility,Tennessee Valley Authority,Federal,Net-zero carbon emissions by 2050,2050.0,70% reduction in carbon emissions by 2030; 80% reduction in carbon emissions by 2035,Voluntary,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
3407,Kingston,2027.0,18642,2,2027.0,1700.0,1700.0,0.1858888888888889,0.1864705882352941,68.44444444444444,68,2775508.0,73.0,1.0,TN,2142.789,0.064552091,0.106082653,1639.86,0.081184242,4190937.88,0.209060967,207.479976,22.4178916,0.554919179,,SERC Tennessee Valley,0.316060505934419,0.261848440655225,0.000131165943189808,0.00326755649983014,2.0114,0.042,2.0458,163435.8,79051659.77,12291.41,10972,34,25,56,57,91.09624208,0.122883086,Coal,"['SUB', 'SUB', 'SUB', 'SUB', 'SUB', 'SUB', 'SUB', 'SUB', 'SUB']",9,0,0,0.998229646987629,-25762583.6810012,-310882.0023291732,58.947364,None,0.230969402715074,0.176909934752331,35.8992,-84.5194,Republican,Republican,50.245,7.604999999999997,0.08123684210526315,47145,local solar,37.920174,renewables,0.6432887143180822,Electric Utility,Tennessee Valley Authority,Federal,Net-zero carbon emissions by 2050,2050.0,70% reduction in carbon emissions by 2030; 80% reduction in carbon emissions by 2035,Voluntary,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
3470,W A Parish,,54888,0,,2736.8,0.0,0.5525,0.549355634317451,43.75,44,13173360.0,,0.0,TX,34130.643,0.007867925,0.570348156,3807.776,0.063630738,12531178.6,-0.1103407,209.405214,62.1610233,0.519378217,,ERCOT All,0.176715825637824,0.465173142867919,0.21843418551505,0.0349705807483189,10.5449,0.4074,11.027,1395087.26,509515727.06,117383.87,862,52,62,31,70,1002.6093,0.185493372,Coal,"['SUB', 'SUB', 'SUB', 'SUB']",4,"['NG', 'NG', 'NG', 'NG', 'NG']",11951000,0.872938098065427,12767290.13881079,101622697.0384979,31.539628,None,0.184801255632154,0.482872080083905,29.4828,-95.6311,Republican,Republican,31.804,3.378,0.0102,48157,local solar,14.292362,renewables,0.4531556935294228,IPP Non-CHP,NRG Texas Power LLC,,,,,,
3845,Transalta Centralia Generation,2025.0,19099,2,2025.0,729.9,729.9,0.487,0.487,50.0,50,3114315.0,52.0,1.0,WA,1261.8,0.588598551,0.061252549,3650.309,0.177199819,4321274.7,0.134730595,209.771034,29.4927983,0.715846044,,WECC Northwest,0.189999538555882,0.210675284818423,0.114853372386273,0.023121666793208,1.5604,0.0571,1.6429,292869.47,115972986.6,21619.14,867,35,23,58,69,334.6,0.12996605,Coal,['RC'],1,0,0,0.997808257646491,28551374.84451845,16753776.21392006,36.527701,None,0.0282696325389038,0.149711777046023,46.755938,-122.859764,Democrat,Democrat,45.964,6.774999999999999,,53041,regional wind,13.564019,renewables,0.3713351409660302,IPP Non-CHP,TransAlta Centralia Gen LLC,,,,,,
3935,John E Amos,,733,0,,2932.6,0.0,0.4633333333333333,0.4674018277296597,51.0,50,12011111.0,,0.0,WV,5312.322,-0.1514238,0.134947926,3506.194,0.089067193,8077842.16,-0.3585914,205.19992,37.0124242,0.470109859,,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,2.9757,0.0719,2.9985,304209.53,140672798.43,22440.4,9469,30,12,59,65,190.625655,0.03648045,Coal,"['BIT', 'BIT', 'BIT']",3,0,0,0.995485931144816,-51947339.58234295,62478033.7058679,35.740302,None,0.90608161803614,0.0398721574129053,38.4731,-81.8233,Republican,Republican,56.518,7.439999999999998,0.0035,54079,local solar,7.502835000000001,renewables,0.2099264578122479,Electric Utility,Appalachian Power Co,Investor Owned,100% renewable energy by 2050,2050.0,--,Mandatory,Not explicitly addressed
3943,FirstEnergy Fort Martin Power Station,,12796,0,,1152.0,0.0,0.516,0.516,55.5,56,5208498.0,,0.0,WV,2885.366,0.11839186,0.112042613,6678.124,0.259320468,5284387.08,-0.0011093,205.199803,48.0981146,0.933856992,,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,5.4471,0.1296,5.5062,574917.81,264011324.42,41855.88,6632,34,25,55,59,654.061336,0.257812417,Coal,"['BIT', 'BIT']",2,0,0,0.996140079530352,-20056223.73685127,44009391.95281941,37.487888,None,0.90608161803614,0.0398721574129053,39.710833,-79.9275,Republican,Republican,36.763,5.821999999999999,0.01948333333333333,54061,regional wind,17.944446,renewables,0.4786731650500023,Electric Utility,Monongahela Power Co,Investor Owned,,,,,
3944,FirstEnergy Harrison Power Station,,12796,0,,2052.0,0.0,0.6396666666666667,0.6396666666666666,50.0,50,11494151.0,,0.0,WV,14920.964,0.49049129,0.239442286,4492.025,0.072085204,12787134.8,0.064749827,205.19993,55.8547851,0.448161306,,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,11.8629,0.2839,12.0414,1244565.57,573633337.84,91260.54,5565,28,15,55,57,1457.037961,0.267844877,Coal,"['RC', 'RC', 'RC']",3,0,645993000,0.998430404669345,-707254.8981827744,93735401.0123414,28.473,None,0.90608161803614,0.0398721574129053,39.384167,-80.3325,Republican,Republican,50.381,6.219999999999999,0.0340733285,54033,regional wind,4.710908999999997,renewables,0.1654517964387313,Electric Utility,Monongahela Power Co,Investor Owned,,,,,
3948,Mitchell (WV),,22053,0,,1632.6,0.0,0.3335,0.3335,52.0,52,4769104.0,,0.0,WV,1751.36,-0.0898612,0.088829392,1660.254,0.084208474,4045725.87,-0.2060697,205.200169,15.2491659,0.386720644,,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,1.7723,0.0434,1.8294,188123.82,88165845.58,13788.74,2454,32,11,63,60,57.69819395,0.031950535,Coal,"['BIT', 'BIT']",2,0,0,0.991185227810398,-24672393.54691542,45007640.23531596,37.231993,None,0.90608161803614,0.0398721574129053,39.8297,-80.8153,Republican,Republican,59.323,14.069,0.0,54051,regional wind,18.014213,renewables,0.4838369248726492,Electric Utility,Kentucky Power Co,Investor Owned,,,,,
